tweet_id,created_at,text
1757736,Tue Nov 07 17:17:54 +0000 2017,"Don't understand how this has not been fixed yet, @115858 ...
iPhone bug frustrates users typing 'i' https://t.co/pRVoaociaD via @529194"
105440,Thu Nov 30 18:17:18 +0000 2017,@AppleSupport 4 days ago.
1281100,Tue Oct 17 16:43:27 +0000 2017,@AppleSupport Thankyou. Issue solved!!!! 🤗
2725965,Mon Nov 20 04:19:05 +0000 2017,@AppleSupport who makes your MacBook batteries? @1647 ? https://t.co/hisoejywnU
2488729,Wed Nov 15 15:28:40 +0000 2017,my iphone was shit anyway but it's gone like double shit over night wtf is going on @115858 ?¿
1772579,Wed Nov 08 01:36:11 +0000 2017,@AppleSupport why is the ? With a box surrounding it keep auto correcting on my new iPhone?
2434248,Sun Oct 29 09:22:36 +0000 2017,@AppleSupport 11.0.3 yazılım güncellemesinden sonra şarjım çok çabuk bitmeye başladı. Bir çözüm bulacak mısınız ?
2116306,Wed Nov 08 05:01:12 +0000 2017,Fuck you @115858 and your stupid glitch
2555303,Thu Nov 16 13:36:57 +0000 2017,"Still can’t get into iCloud. Still no contacts , still no apps ... ugh 😑 people probably think I’m avoiding them. I really dislike  @AppleSupport right now. Worst part is that when you call apple support the advisors are Uber rude 😡"
955063,Sat Oct 21 21:32:09 +0000 2017,"@AppleSupport Thanks, I’m on version 11.0.3"
1643279,Sun Nov 05 22:44:59 +0000 2017,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?
819550,Thu Oct 12 21:35:43 +0000 2017,I HATE how in the new update there is no way to turn off auto-brightness @AppleSupport. ITS SO ANNOYING !!
1999309,Thu Nov 02 18:31:53 +0000 2017,@591156 @AppleSupport why is our phone doing that ??
125786,Fri Nov 24 03:20:15 +0000 2017,"@AppleSupport No, these are all the options in the general spot. Siri settings also do not appear in search. https://t.co/MPmatsc320"
707458,Tue Oct 10 16:26:44 +0000 2017,@AppleSupport my phone keeps shutting off amd i just bought my new iphone 7plus.
2920022,Wed Nov 29 00:55:18 +0000 2017,Just finished working out and realized my wrist is tender.....my Apple Watch burned me! Ugh I don't think this is normal?!?! #Apple #AppleWatch #burn  #notnormal @115858 @AppleSupport https://t.co/FU8EQ87VfO
1926213,Fri Oct 27 09:52:15 +0000 2017,@AppleSupport How can I change ?the state I can not change https://t.co/6yCsTvB0uP
1930605,Sat Oct 28 07:14:54 +0000 2017,@AppleSupport Gonna have to wait like 5 weeks... Just because of this stupid bug...
8302,Sun Nov 05 20:24:22 +0000 2017,Every time I watch a live broadcast or video it skips or repeats a few seconds since updating @AppleSupport https://t.co/ufl7yqidmb
1758719,Tue Nov 07 17:58:04 +0000 2017,@529417 Smh @115858 get your shit straight
2948244,Wed Nov 29 16:14:02 +0000 2017,"@AppleSupport Upgraded my iOS to find out that when I need to update apps, you’re directing me towards payment FIRST?! The APPS I’m upgrading are FREE! #Idiots #Shady #BadBusiness #NotFuckingHappy"
1265257,Thu Oct 26 19:13:24 +0000 2017,@AppleSupport Apple Watch 2 and iPhone 7 btw
720896,Wed Oct 11 23:31:22 +0000 2017,"@AppleSupport Individually, yes affects multiple WiFi networks. (work and at home)"
741760,Fri Oct 06 20:11:46 +0000 2017,"@AppleSupport: it’s impossible to delete songs from my library, and when I try to delete, iTunes crash, every time."
2402123,Tue Nov 14 20:16:38 +0000 2017,"@AppleSupport I was doing it all through the phone, no iTunes or computers were involved. So the second situation, it couldn’t find the iCloud backup"
1776381,Tue Oct 17 23:27:40 +0000 2017,@AppleSupport My screen stops working at least once a day and I have to hard reset. Pics won’t send. Everything is slower. It’s absolutely terrible. https://t.co/eb6pt4QOCl
1619357,Mon Nov 06 10:37:11 +0000 2017,@120640 Disappointed! website provides an option to reserve phone @9150 am.ive been waking up everyday @9150 but the option gets diabled in &lt;2 min :((((
2775965,Tue Nov 21 14:19:57 +0000 2017,How do you screen shot on the x ? 🤨 @115858 help thanks
2255307,Fri Nov 10 22:20:09 +0000 2017,@115858 tells me my iPhone battery is fine yet I can’t go more than 2 hours without charging...
1449237,Thu Nov 02 18:03:48 +0000 2017,@AppleSupport Thanks. I’ve looked at that but I don’t have the start sharing with friends option.
1637810,Sun Nov 05 15:18:17 +0000 2017,"@AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️

Fix this"
2017258,Sun Nov 05 18:27:56 +0000 2017,@AppleSupport Airdrop isnt working on my iPhone X. Please check my topic and HELP ! https://t.co/DgF38COJw6 https://t.co/TBpTbomovq
2301935,Sun Nov 12 15:24:17 +0000 2017,@115858 fix the update I’m tired of restarting my phone 5 times a day
1066788,Fri Oct 27 14:15:40 +0000 2017,@AppleSupport No Issues ...the malfunctioning phone got replaced with the new one .. I Love apple support :)
2964487,Wed Nov 15 08:57:51 +0000 2017,"@AppleSupport when will iPhone freezing be fixed? It’s happened since iOS 11, on mine and my friends phones and app’s stop working."
1680906,Mon Nov 06 10:53:19 +0000 2017,@AppleSupport do you have an email address to make a complaint to? About a London store.
2512302,Wed Nov 15 23:31:16 +0000 2017,@AppleSupport Thanks. Just (hopefully) sorted the issue via Apple chat. :-)
243266,Thu Oct 05 16:16:10 +0000 2017,@AppleSupport Phone is slower and crashes all the time. I have a 6S Plus and should be able to run 11.
1683378,Mon Nov 06 14:40:50 +0000 2017,@AppleSupport any plans on fixing this? https://t.co/qi3QMWKEuQ
559057,Sat Dec 02 23:07:42 +0000 2017,"@AppleSupport No i didn’t but i will now, thanks💕"
1273600,Thu Oct 26 16:46:18 +0000 2017,@AppleSupport Voice is not clear on phone. Even though volume is max it is still low.
1168441,Fri Oct 13 22:45:44 +0000 2017,"@AppleSupport updated to iOS 11 and having nothing but problems , everything has slowed down or just bugs out 😖😡"
2145644,Wed Nov 08 22:30:06 +0000 2017,my phone has done nothing but glitch @115858 fix it
2841981,Mon Nov 27 16:49:13 +0000 2017,@AppleSupport I rented a movie last night but it didn’t seem to use my rental credit - what’s going on there?
1574375,Sat Nov 04 04:17:56 +0000 2017,WHAT IS WRONG WITH MY PHONE HELPPPP @AppleSupport
852578,Mon Oct 09 09:34:20 +0000 2017,"Top iOS update, erased all my @115948 downloads! 😡 @AppleSupport any help?"
854563,Fri Oct 20 04:49:51 +0000 2017,Hey @AppleSupport why do custom lyrics added in iTunes not survive syncs to iOS devices?
90251,Thu Nov 30 12:10:34 +0000 2017,@AppleSupport I’m still having major battery issues since downloading 11.0.3 despite 3 trips to an Apple store and a complete reset done by the store. When is this software issue going to be resolved?
637476,Wed Nov 22 19:22:37 +0000 2017,@AppleSupport help! New iPhone X restored from iCloud and this is popping up all the time. No specific trigger. Just randomly here and there. Can you suggest a fix? https://t.co/e27eJ1RC58
694502,Thu Nov 23 17:17:51 +0000 2017,@AppleSupport It’s just not showing in the “recently playing” area.
652938,Wed Nov 22 21:15:02 +0000 2017,Could someone possibly tell me how I can email a complaint to @AppleSupport? Thanks
228297,Wed Oct 11 05:18:43 +0000 2017,Okay @115858 this is it… Switching back to Chrome. Safari no longer usable after the High Sierra update.
2015971,Sun Nov 05 17:13:39 +0000 2017,@115858 wtf is goin on with these unicodes replacing my letters #wtf I️ I️ I️ I️
254689,Thu Oct 05 17:23:08 +0000 2017,@AppleSupport I am using a USB to connect. It worked perfectly over a week ago before I updated iOS.
2284674,Sat Nov 11 06:43:56 +0000 2017,@115858 so this just happened on my flight. And it’s still working. #fixit #applewatch #flightattendantdown #whyme #hellofaday https://t.co/nNGsz3H3ar
1088818,Mon Oct 23 18:58:26 +0000 2017,@115858. Been a loyal customer since iPhone 4. Own’d every iPhone and iPad since then. Look me up: __email__. Techs gave bs excuse why they can’t fix pb2 headphones;  owned for 6mos!
1702098,Mon Nov 06 19:54:24 +0000 2017,Bro wtf?!! @115858 fix I️t now!
592259,Sun Dec 03 16:33:30 +0000 2017,Comprar um Iphone X 256 e já ter problemas na tela 😡😫😢. @AppleSupport @115858 https://t.co/wxetHuUt5x
1328645,Fri Oct 27 03:34:15 +0000 2017,@AppleSupport Do you guys really sabotage later models of phones to encourage new sales? I'd hate to think my phone slowing was planned.
2544012,Thu Nov 16 04:30:47 +0000 2017,Hello? Anyone out there...?! @115858 @AppleSupport @122427 https://t.co/aj6l6rjZiZ
2675433,Tue Oct 31 06:10:21 +0000 2017,"Downloaded ios 11 and lost all of my 2,000+ pics. So angry 😡 Sos @115858 @AppleSupport #ios11"
905825,Tue Oct 10 07:05:56 +0000 2017,"#watchOS4 is slowing down my #AppleWatchSeries2 significantly-it takes forever just to load the music app! @115858, fix it already! https://t.co/RgZl0cb7KH"
1810052,Wed Oct 18 02:01:27 +0000 2017,@AppleSupport @543788 Can you tell me why everything lags on my phone now after the update?
2255455,Fri Nov 10 16:18:18 +0000 2017,@115858 FIX YOUR IPHONES! WHY THE HELL DO I️ HAVE AN I️ QUESTION MARK BOX???
1677033,Mon Nov 06 06:25:50 +0000 2017,Yo @AppleSupport this new update sucks. Fix it
2299372,Sun Nov 12 09:14:43 +0000 2017,"hey @115858, I did the update and the A ? still isn’t fixed."
620191,Wed Nov 22 14:05:44 +0000 2017,@AppleSupport I am beyond disappointed with this iOS 11 update. My phone crashes every 30 mins
616308,Wed Oct 04 15:09:15 +0000 2017,"@AppleSupport iPhone 6s, however I rebooted my phone &amp; it’s back 2 normal now. Thanx 4 replying though"
1973539,Sun Oct 29 23:10:23 +0000 2017,@115858 Apple u wld b my hero if u can help me. Pre-Ordered iPhone X yesterday. 5-6 week delivery. iPhone 6+ died today horrible timing. HELP! DM ME
855642,Mon Oct 09 12:30:06 +0000 2017,@AppleSupport Since I updated my phone to latest iOS screen refuses to unlock regularly &amp; touchscreen is temperamental. Was fine before 😬
1066766,Mon Oct 23 14:15:16 +0000 2017,Thanks @115858 for your terrible update. Nothing on my phone is working. At least the battery drains immediately now!
2305971,Mon Nov 13 00:03:35 +0000 2017,@AppleSupport Same case I’ve had on it since I bought it two years ago. And front facing camera is the only way I can get it to stop. Nothing extra on the phone
2054505,Thu Oct 05 06:18:01 +0000 2017,YO WTF @AppleSupport WHY Won’t my phone download apps??!!?!
2002873,Fri Nov 03 19:07:21 +0000 2017,@AppleSupport can you explain the problem I’m having with the letter I️?
2545501,Thu Nov 16 06:25:01 +0000 2017,@AppleSupport any chance to resolve and answer on my problem/question?
6896,Sun Oct 29 17:46:31 +0000 2017,@AppleSupport Next iOS update please give us option to add Back Air drop &amp; night shift to Control Center
1943289,Mon Oct 30 02:09:39 +0000 2017,Every time I type the letter “i” it changes to symbols. Why is that happening @AppleSupport @115858 @34759
1612699,Sun Nov 26 03:40:15 +0000 2017,My iPhone 8+ didn’t come with headphones or a converter dongle... @115858 wtf?!
2372194,Tue Nov 14 00:57:49 +0000 2017,"@AppleSupport hey guys, I’m unable to sign in to iCloud from any device, getting server errors and have tried different wifi/data. Any ideas?"
1332741,Fri Oct 27 16:58:54 +0000 2017,@AppleSupport Yes after restarting this bug went. Imessage is hanging a lot.
1392076,Sat Oct 28 04:16:05 +0000 2017,@115858 needs 2 fix their shit. Stop creating major upd8s if they suck ass. 1/2
568386,Sun Dec 03 02:33:49 +0000 2017,@AppleSupport I just got my iPhone X and noticing inconsistency with the app &amp; web passwords function in settings. After putting the .com in the website line and other info “done” does not highlight until I take the m out of .com
2014261,Sun Nov 05 11:38:44 +0000 2017,There is no gap between date and time. @AppleSupport https://t.co/Pt6rX0jzNe
1126780,Sat Oct 14 13:51:37 +0000 2017,"Since updating to iOS 11, my iPhone battery has about as much fight as my football team...and I support @44535 😡Thanks @115858 !"
1386549,Tue Oct 31 21:02:13 +0000 2017,@AppleSupport So the update is fully downloaded but my phone isn’t rebooting ??
61385,Tue Nov 21 22:03:43 +0000 2017,@AppleSupport Any ideas how to cure the rubbish battery problems please?
2476290,Wed Nov 15 05:01:19 +0000 2017,"Just wanna thank @115858  for screwing up my IPhone 7 Plus that I️ got in June, with all these updates. 🙃"
1984166,Thu Nov 02 00:19:58 +0000 2017,@AppleSupport my home button on my iPhone 7 hasn’t been acting right. I haven’t dropped it &amp; I haven’t spilled anything on it. What’s wrong
2065993,Sun Oct 08 00:20:51 +0000 2017,Oi @115858 you’re shite look at this shit I’ve gotta put up with x https://t.co/e7orIToBvr
1459845,Thu Nov 02 21:47:12 +0000 2017,"@AppleSupport I'm at a friend's house. I now think it might be something to do with her wifi because when I turned off wifi, I could do App updates."
236404,Wed Oct 04 17:28:56 +0000 2017,S/O @115858 I absolutely love when I have my phone on the charger but yet the battery is STILL going down😊
2795498,Tue Nov 21 21:36:03 +0000 2017,".@AppleSupport I’m glad you fixed the I, but can you fix the calendar next? https://t.co/cndi2XIiKl"
1449221,Thu Nov 02 15:12:47 +0000 2017,@AppleSupport I did the update last night and now emojis are displaying as question marks in boxes? Is this a known issue?
1623829,Sun Nov 05 12:06:04 +0000 2017,@115858 ummm...now getting around an hour’s battery life on my 6s post ios11.1.  Have reset etc HELP!!
2281651,Sun Nov 12 05:19:21 +0000 2017,@AppleSupport It just spins forever and does not start downloading
903311,Tue Oct 10 03:35:25 +0000 2017,@AppleSupport #iOS11Bug Toggling WiFi via Control Center only disconnects from the network;you still have to turn the radio off via Settings
1374960,Sat Oct 28 00:13:35 +0000 2017,@AppleSupport is it possible to connect the #AirPods with two #iPhone7  at the same time? #multitasking #Apple #Phone
1100883,Sat Nov 25 18:32:14 +0000 2017,@AppleSupport iPhone 6s. Software 11.1.2 . I turned off the background app refresher already. Even when charging the battery is going down consistently .
229207,Wed Oct 11 16:33:21 +0000 2017,I need to submit an bug report to @115858 in regards to their iOS 11 update. I have more infor on the podcast app not working.
208964,Wed Oct 04 19:43:45 +0000 2017,@AppleSupport Yea at first but I just did it again and it works now. Thanks
1635761,Sun Nov 05 18:40:48 +0000 2017,how iphone not gone let you use the letter “i” and this an iphone. y’all backwards @AppleSupport
2321819,Mon Nov 13 05:59:43 +0000 2017,This is stupid. The new update for iPhone came out and I can’t even install an app @115858  @AppleSupport https://t.co/Ks4d26hveQ
2487186,Wed Nov 15 15:14:55 +0000 2017,Right. Cuz these boxes are still popping up for me! @115858 wass good? https://t.co/uPfipRVPFK
2472927,Sun Nov 26 18:50:26 +0000 2017,Hey @AppleSupport it’d be lovely that my iMessage would activate. I didn’t get a new phone to have green bubbles. Yes I’m fully updated on the iOS
1786607,Wed Oct 11 15:41:29 +0000 2017,@115858 @AppleSupport upgraded to ios 11.01. Now i cannot get any new apps on my iPhone 8 plus. Will 11.02 work? Apple...Sort it out NOW!
2967874,Wed Nov 29 23:13:07 +0000 2017,"Why is it that every time I turn on my @AppleSupport iPad does it keep notifying me of old, previously notified messages?"
1367589,Fri Oct 27 21:19:38 +0000 2017,@AppleSupport my storage on my phone is messed up. It's deleted all of my messages and photos so I have nothing on my phone and still full!
1997797,Fri Nov 03 12:58:52 +0000 2017,@115858 can we stop autocorrecting I to whatever that emoji is cuz I can't see it and ?'m just so confused
464736,Fri Dec 01 03:46:05 +0000 2017,"@AppleSupport  I found my iPhone but can't get out of the ""lost mode"".  Please help."
1640247,Sun Nov 05 23:36:28 +0000 2017,"@AppleSupport My home app is installed, but all of my smart devices are gone from the app. They are available on other iPhones and iPads though."
1411618,Thu Nov 02 00:27:25 +0000 2017,@AppleSupport Is there a way to prevent Bluetooth auto turn on when I turn on a recognized device? It triggers multiple devices. Not cool.
1716672,Mon Nov 06 23:12:47 +0000 2017,GET YOUR SHIT TOGETHER APPLE AND FIX THIS I️ PROBLEM @115858
1083947,Mon Oct 23 17:13:43 +0000 2017,"@AppleSupport since updating to High Sierra, youtube videos do not play smoothly on safari anymore (they keep cutting). Thoughts?"
1533052,Fri Nov 03 16:02:54 +0000 2017,Help - is my #Apogee meta recorder app incompatible with iPhone SE ?? Cannot activate input level adjuster! @AppleSupport
851809,Fri Oct 20 13:25:03 +0000 2017,@AppleSupport since the new update my WiFi is going off on its own . What should I do?
818913,Thu Oct 12 21:21:28 +0000 2017,@115858 @AppleSupport the new IOS upgrade has so many problems!  Email rarely works. Updating apps doesn’t work.  I have the latest. 😡
2570160,Mon Oct 30 16:41:30 +0000 2017,@AppleSupport Can I get a replacement cap for my Apple Pencil if my iPad has AppleCare?
1551813,Fri Nov 03 23:43:34 +0000 2017,@115858 was finally forced to download iOS 11.1 onto my iPod 6. Suddenly my battery life has been cut short by about 80%!?!?
1147903,Tue Oct 24 13:18:03 +0000 2017,@115858 iOS 11 sucks ass. My phone is slow as shit. Fix it. Now.
877124,Fri Oct 13 20:43:34 +0000 2017,@AppleSupport Other headphones aren’t working either.
2147756,Wed Nov 08 16:51:49 +0000 2017,"I’m so sick of this I️ bug on the iPhone. @115858, please fix it?  Thank you! ❤️"
2770799,Tue Nov 21 11:21:56 +0000 2017,![?]OS - quite something not being able to use a vowel. Hell of an update here @115858
1550310,Fri Nov 03 22:56:40 +0000 2017,@AppleSupport is there anyway to do a clean install of iOS 11.1? My iPhone keeps randomly booting down after installing the update.
2058572,Sat Oct 07 01:54:45 +0000 2017,"@115858 you fucked up my phone with that iOS upgrade. I feel like I’m using an Android phone again, I’m so mad."
845573,Fri Oct 13 14:46:50 +0000 2017,"@AppleSupport When I type and try to use the PT, it either has a lag time (maybe w/ the keyboard) &amp; then it predicts crazy options - sometimes non-English"
2572059,Thu Nov 16 18:56:53 +0000 2017,"@AppleSupport is your chat support down? I've been waiting ""about 5 minutes"" for almost an hour. case ID 100352547851"
556093,Sat Dec 02 19:40:29 +0000 2017,@AppleSupport where’s the #ApplePayCash at? Updated to 11.2 and it’s nowhere to be found.
1684336,Mon Nov 06 12:40:11 +0000 2017,Fix our keyboards!!! @AppleSupport https://t.co/RdRb4SFB3i
1767468,Tue Nov 07 21:15:40 +0000 2017,"@115858 Sigh, 3 days to replace a Macbook Pro Power Adapter.  I thought going Apple was suppose to up the Customer Service Game."
414967,Sat Oct 07 15:26:27 +0000 2017,"@AppleSupport 
What is WRONG with latest update 11.02? 3 iphones in family, all 3 had probs but am having to factory restore hubbys... 😡"
2728268,Mon Nov 20 08:27:12 +0000 2017,"iPhone keeps freezing and crashing lately, and now it appears to crash everytime the alarm goes off. @115858 ya'll lucky I'm in the late shift today. Anyone else having this problem?"
1924821,Thu Nov 16 11:14:10 +0000 2017,"@AppleSupport I have a iPhone7(128GB),purchased before 8 months,now all of sudden its not able to boot and went in restarting mode.Please help. @115858"
1742527,Tue Nov 07 13:00:31 +0000 2017,@AppleSupport I’m having an issue where whenever I️ type I️ those dang question marks! Ugh
2888465,Tue Nov 28 04:47:22 +0000 2017,alright @115858 whatever was in the latest patch made my year old iphone even clunkier...if you think it will make me buy a new iphone you are sorely mistaken! #FixItAlready #IOS11SucksAss
2422517,Tue Nov 14 18:02:57 +0000 2017,@AppleSupport Using the instructions at https://t.co/oiirI0WMYJ I do not see a “Purchase History” button. How do I see my purchase history without using iTunes? I have tried signing out and back in already. https://t.co/TpGmEiXvtO
2555305,Thu Nov 16 13:44:16 +0000 2017,@AppleSupport My iPhone 6s is fucking useless after the latest iOS update. Thanks
867498,Fri Oct 20 20:58:22 +0000 2017,@AppleSupport Can you give me that email address? I don't see it on the FAQ page.
610285,Wed Oct 04 05:44:19 +0000 2017,"@AppleSupport, iOS 11 has caused my 2016 iPad Pro terrible trouble. I can’t connect to home wifi AND it is slow to download and install apps"
2780633,Tue Nov 21 16:43:43 +0000 2017,@AppleSupport It started dramatically with iOS 11.1.1
2752699,Tue Nov 21 00:44:47 +0000 2017,@115858 @AppleSupport Give us the ability to make the lowest brightness even more dim than it already is. And also make night shift more effective. Thanks
252901,Thu Oct 05 16:35:43 +0000 2017,@115858 I would appreciate it if you made fucking updates that don’t fuck up my phone so I can barely use it
2303690,Sun Nov 12 17:15:35 +0000 2017,@AppleSupport I have an old MacBook Air and I'm trying to update the OS but each time I input the username and password it asks for a code. I get the code but there is no where to input it.
2966596,Wed Nov 29 22:49:44 +0000 2017,@AppleSupport What is going on with iMessage and FaceTime? They’re not working on my iPad
2001862,Fri Nov 03 16:53:25 +0000 2017,So @115858 why this ? Mark box pop up every time I️ type I making me mad!!!!!!!!!!!!!!!!!!!!!!!!!!
1473363,Fri Nov 03 00:40:43 +0000 2017,Hey @115858 this new update is sick! The way it kills my battery and slows my phone down like never before. What a time to be alive.
2000542,Thu Nov 02 22:44:28 +0000 2017,hi @AppleSupport i️ i️ i️ i️ i️ i️
2299342,Sun Nov 12 09:42:21 +0000 2017,böyle hayatın vaziyetine tüküriyim @AppleSupport emeklerim gitti
242787,Wed Oct 04 07:43:17 +0000 2017,"@AppleSupport my storage just like this, can’t see the details. https://t.co/2ZrXD66yXH"
2397963,Tue Nov 14 05:13:32 +0000 2017,@AppleSupport how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute. https://t.co/ngwpC4zERd
1833646,Wed Oct 18 06:06:38 +0000 2017,"@AppleSupport IOS 11.0.3 has to be the worst thing ever. Phone going on and off by itself. It's horrific on 6S, it needs to be sorted ASAP"
2442739,Tue Nov 14 23:53:50 +0000 2017,@AppleSupport Ever since the new update it’s going so slow and taking forever to close out of apps and freezing it’s just having a slow reaction time and it’s not just me
2771898,Tue Nov 21 05:02:31 +0000 2017,@115858 @AppleSupport @118721 I’ve been using the new iTunes for the last 2 weeks &amp; still have NO IDEA how it works! Can’t find podcasts I’ve subscribed to. Can’t find updated podcast. Looking for alternative now. @5270 maybe? #ios11 #apple #disappointed
2093825,Wed Nov 08 03:03:38 +0000 2017,@115858 eye would like you to fix the eye problem please
2308003,Mon Nov 13 01:05:23 +0000 2017,"@115858 why is the bug in my predictions, don’t put that evil on me https://t.co/yRqztWKi2B"
1326024,Mon Oct 16 03:29:12 +0000 2017,How the fuck I just pick up my phone and all my pictures and shit gone and I still have no space...please fucking tell me @115858
1814311,Sun Oct 15 21:37:28 +0000 2017,"6 system crashes and reboots within one day after updating my iphone6 to new iOS 11.0.03, enough is enough, …thanks @AppleSupport @115858"
1896351,Tue Oct 24 13:24:08 +0000 2017,Yo @AppleSupport https://t.co/bNklKrd7Lr
294910,Fri Oct 06 18:05:16 +0000 2017,"@AppleSupport Also the keyboard has issues, is frozen all the time..."
1803097,Fri Oct 13 13:29:23 +0000 2017,@115858 iOS 11 is so buggy https://t.co/cD1ttrVbXF
1453033,Thu Nov 02 16:20:55 +0000 2017,@115858 ios11.1 needs repairs My iPhone 6 suddenly blocks out and iD extremelly slow to open applications
1168451,Sun Oct 15 09:43:34 +0000 2017,@AppleSupport Battery was on 59% phone hot plugged in 2 mins later battery on 78%??????
2403764,Tue Nov 14 07:14:54 +0000 2017,@AppleSupport run this up to your developers on the iPhone X if the phone freezes after but dialing someone at 1AM just eject the SIM car. Cuz holding the damn power button doesn’t do it. The power button can’t do its job now? No it’s a puzzle to try and shut the phone off.
1145196,Sun Oct 15 15:59:36 +0000 2017,@AppleSupport Just launching Photos app. I created new System Photo Library and sync photos again and it seems to work fine now.
1442420,Thu Nov 02 04:04:30 +0000 2017,@AppleSupport hi apple support my ipad’s camera is fogging up whenever I focus on bright objects
988411,Sun Oct 22 03:17:30 +0000 2017,.@115858 my iPad and iPhone keep freezing up. What could the issue be?  Software is up to date.  A virus maybe?
2295920,Sun Nov 12 19:33:38 +0000 2017,@115858 @ATT One of y’all finna catch this fade unless y’all fix my phone 😤
1998269,Fri Nov 03 13:54:43 +0000 2017,"I don’t usually complain on Twitter, but when I do, it’s about @115858’s   godforsaken Touch Bar. It never ceases to infuriate."
1714717,Tue Oct 17 21:28:45 +0000 2017,@AppleSupport I have 4.0 installed and it is the series 1 watch. It’s not even 1 year old.
1897984,Mon Oct 23 16:56:59 +0000 2017,More bugs in the new #ios11! Notification drop down is a mess!also you can't clear notifications as x is missing @AppleSupport @115858
2042680,Wed Oct 04 12:23:24 +0000 2017,"@116333 @115858 iPhone battery at 100% 20 minutes ago, then 5 minutes later, 43%, 15 minutes later have to plug back at 4% #WTF #iOS11Fail"
543732,Sat Dec 02 08:16:22 +0000 2017,".@AppleSupport My iPhone SE and my friends iPhone 6 running #ios11 keep crashing. Apps wont start or close randomly, losing all progress."
2652625,Sun Nov 19 01:43:25 +0000 2017,@AppleSupport can I make a repair reservation for my MacBook online?
570178,Sun Dec 03 03:19:04 +0000 2017,"@AppleSupport Its over! 
Thank you so much for your great support."
1721855,Tue Oct 17 18:28:05 +0000 2017,The update done fucked my phone up @115858
11657,Wed Nov 01 00:54:23 +0000 2017,@AppleSupport Ios 11.1 software update needs to be fixed
486118,Sat Dec 02 01:32:48 +0000 2017,@AppleSupport I have no apps installed. And it happenes in dark settings/rooms more than bright
2558679,Thu Nov 16 15:35:13 +0000 2017,I wanna screen mirror on the iPad Pro. Work that out. @115858 @AppleSupport
857954,Fri Oct 20 15:39:50 +0000 2017,@115858 y’all better stop playing with me! My phone tripping and I’m not buying the 8 or the X.. So get it together!
1900133,Wed Oct 18 15:01:54 +0000 2017,@AppleSupport  https://t.co/nuC61XtCYV
2038191,Thu Oct 05 02:17:29 +0000 2017,@115858 needs to get their shit together. This update has got my phone glitchy af and literally unable to use some apps.
2467260,Sun Oct 29 20:52:40 +0000 2017,@AppleSupport So this feature is not available in Russia: https://t.co/7ynYVwNm8j
612965,Sun Nov 12 15:40:52 +0000 2017,@AppleSupport That update screwed up my iPhone 8plus! It won’t stop shutting off 🤬
1757888,Tue Nov 07 17:11:50 +0000 2017,Cmon @115858 let’s fix this I️ glitch
1910229,Tue Oct 24 21:43:31 +0000 2017,my phone has gotten significantly worst since iOS 11.. this is TERRIBLE smh.. do better @115858
2606718,Mon Oct 30 21:00:32 +0000 2017,@AppleSupport nasty rash due to my new Apple Watch series 3!!! https://t.co/zwkRVzJkYB
1434353,Mon Oct 16 18:36:48 +0000 2017,@AppleSupport I need advice. I’ve just finished an edit in FCP X (10.3.4) on High Sierra. Now the timeline’s gone missing but edit is intact
2077966,Mon Oct 09 11:10:57 +0000 2017,@AppleSupport The new apple update completely messed up my iPhone SE !! 😭 how can I undo the update or is there a better one on the way?
2406619,Tue Nov 14 13:46:11 +0000 2017,"@115858 
Your new update with changing the eyes to I️ makes me dislike apple! If you could fix it that’d be great🙄"
1690534,Mon Nov 06 18:21:32 +0000 2017,Apple can you fix our Unicode issue? “I “ would really appreciate it 😅 @115858
2153460,Thu Nov 09 01:45:05 +0000 2017,When is @115858 gonna fix this question mark in a box?
2675415,Tue Oct 31 15:36:43 +0000 2017,@AppleSupport iOS 11.0.3 on an iPhone 6s
1100866,Sat Nov 25 17:56:30 +0000 2017,@AppleSupport why is my Apple ID disabled?? I started the account recovery process Thursday &amp; was supposed to get a text/call last night but never did 😤
2559617,Fri Nov 03 02:36:23 +0000 2017,@AppleSupport why is my iPhone 7 Plus always freezing ? Every since the updates .. this is so annoying 🙄
2554022,Thu Nov 16 17:02:24 +0000 2017,"@AppleSupport nope, I’m talking about my own device :)"
1781962,Thu Oct 12 00:57:39 +0000 2017,@AppleSupport @34390 got the 8plus and its glitching can I switch it out for a new one
1375812,Mon Oct 16 14:21:03 +0000 2017,@AppleSupport please please tell me y’all are coming out with a new update soon my phone is the worst
2431311,Tue Nov 14 20:32:20 +0000 2017,@AppleSupport so y’all just not gon fix this shit I️t 🤷🏾‍♀️
1903570,Thu Oct 19 16:34:40 +0000 2017,@AppleSupport Mini Jambox
2750454,Tue Nov 21 00:15:49 +0000 2017,"@AppleSupport the high Sierra upgrade has turned my i7 iMac into a steaming pile of shit. How long does this crap take to finish upgrading. Completely unresponsive doing ""stuff"" after upgrade."
557876,Sat Dec 02 20:35:43 +0000 2017,@AppleSupport My iPhone keeps on turning on and off and the screen goes black but it was like it never turned off. It would go to black with the loading circle of death on the screen and then turn back on like nothing happened
2014905,Sun Nov 05 14:41:06 +0000 2017,@115858 so are you going to fix this or do I️ have too?
